incident_id,location,sub_location,datetime_occurred,hour,part_of_day,crime_type,description,is_user_report,Risk_Label
MUM-2024-17562,Powai,Saki Vihar Road,10-09-2024 20:41,20,Evening,Burglary,Unauthorized entry into a second-floor flat at Saki Vihar Road while occupants were away.,TRUE,High
MUM-2022-15199,Chembur,Deonar,03-11-2022 12:45,12,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Deonar while owner shopped nearby.,FALSE,Low
MUM-2023-07851,Colaba,Colaba Causeway,11-09-2023 19:59,19,Evening,Assault,Two individuals fought near Colaba Causeway after a verbal dispute escalated late evening.,FALSE,High
MUM-2022-10855,Colaba,Gateway Circle,15-05-2022 19:35,19,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Gateway Circle while owner shopped nearby.,FALSE,Medium
MUM-2022-12427,Powai,Hiranandani Gardens,08-07-2022 22:26,22,Night,Assault,"A passerby was pushed during a scuffle at Hiranandani Gardens, witnesses report a group confrontation.",FALSE,High
MUM-2024-18846,Ghatkopar,Station Road,02-06-2024 13:08,13,Afternoon,Drug Offense,Reports of drug peddling around a market area at Station Road prompted a follow-up investigation.,FALSE,Medium
MUM-2022-03114,Ghatkopar,Kailash Nagar,14-12-2022 19:48,19,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Kailash Nagar while owner shopped nearby.,FALSE,Medium
MUM-2024-03304,Juhu,Santacruz Link Rd,29-08-2024 01:41,1,Night,Assault,"A passerby was pushed during a scuffle at Santacruz Link Rd, witnesses report a group confrontation.",FALSE,High
MUM-2022-14443,Dharavi,Koliwada,17-11-2022 16:14,16,Afternoon,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Koliwada.,FALSE,Low
MUM-2022-09537,Cuffe Parade,Cuffe Parade Promenade,24-09-2022 21:52,21,Night,Burglary,Residential unit in Cuffe Parade Promenade reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2022-13580,Chembur,Chembur Causeway,29-05-2022 01:41,1,Night,Burglary,Residential unit in Chembur Causeway reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2023-15550,Worli,Prabhadevi Junction,07-06-2023 13:30,13,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Worli.",TRUE,High
MUM-2022-01691,Thane,Ghodbunder Road,01-10-2022 01:25,1,Night,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near Ghodbunder Road.,FALSE,High
MUM-2024-15780,Worli,Prabhadevi Junction,28-08-2024 19:59,19,Evening,Arson,Suspicious fire observed at an abandoned warehouse near Prabhadevi Junction late evening.,FALSE,High
MUM-2024-11144,Chembur,Deonar,24-06-2024 19:48,19,Evening,Vandalism,"Public property damaged at Deonar, including benches and signage.",FALSE,Medium
MUM-2024-05049,Worli,Prabhadevi Junction,06-06-2024 20:10,20,Evening,Assault,"An altercation turned physical outside a popular eatery in Prabhadevi Junction, leaving the victim with minor injuries.",FALSE,High
MUM-2022-17385,Worli,Worli Sea Face,08-04-2022 18:09,18,Evening,Assault,"An altercation turned physical outside a popular eatery in Worli Sea Face, leaving the victim with minor injuries.",FALSE,High
MUM-2023-07118,Juhu,Juhu Beachfront,14-06-2023 00:17,0,Night,Theft,Shopkeeper noticed items missing from a stall at Juhu Beachfront during the night rush.,FALSE,High
MUM-2022-03309,Ghatkopar,R City Area,09-10-2022 20:43,20,Evening,Assault,"A passerby was pushed during a scuffle at R City Area, witnesses report a group confrontation.",FALSE,High
MUM-2023-01505,Marine Drive,Netaji Subhash Marg,04-10-2023 00:12,0,Night,Assault,"An altercation turned physical outside a popular eatery in Netaji Subhash Marg, leaving the victim with minor injuries.",FALSE,High
MUM-2023-14476,Ghatkopar,Kailash Nagar,05-03-2023 12:52,12,Afternoon,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Kailash Nagar.,FALSE,Low
MUM-2023-01807,Marine Drive,Wankhede Vicinity,03-05-2023 10:26,10,Morning,Burglary,Unauthorized entry into a second-floor flat at Wankhede Vicinity while occupants were away.,FALSE,Medium
MUM-2023-03872,Powai,Saki Vihar Road,20-03-2023 17:23,17,Evening,Theft,Shopkeeper noticed items missing from a stall at Saki Vihar Road during the evening rush.,FALSE,Medium
MUM-2022-16493,Dharavi,Central Dharavi,24-05-2022 05:23,5,Night,Assault,Two individuals fought near Central Dharavi after a verbal dispute escalated late night.,FALSE,High
MUM-2023-03792,Andheri West,Versova Market,25-11-2023 13:58,13,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Versova Market during the afternoon rush.,FALSE,Low
MUM-2023-18797,Bandra,Carter Road,15-01-2023 19:15,19,Evening,Burglary,Residential unit in Carter Road reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2022-14155,Ghatkopar,Station Road,30-10-2022 19:27,19,Evening,Vandalism,"Public property damaged at Station Road, including benches and signage.",FALSE,Medium
MUM-2022-02787,Bandra,Hill Road,05-03-2022 22:52,22,Night,Armed Robbery,A motorbike-borne duo stopped a pedestrian at Hill Road and forcibly stole belongings during late night.,FALSE,High
MUM-2022-09260,Worli,Worli Sea Face,26-04-2022 20:54,20,Evening,Theft,Shopkeeper noticed items missing from a stall at Worli Sea Face during the evening rush.,FALSE,Medium
MUM-2024-18313,Andheri West,SV Road,12-02-2024 23:23,23,Night,Assault,Two individuals fought near SV Road after a verbal dispute escalated late night.,FALSE,High
MUM-2022-13679,Andheri West,SV Road,28-05-2022 11:54,11,Morning,Assault,Two individuals fought near SV Road after a verbal dispute escalated late morning.,FALSE,High
MUM-2022-01718,Andheri West,Versova Market,19-06-2022 17:37,17,Evening,Burglary,Household electronics stolen after burglars broke into a home on Versova Market street.,FALSE,Medium
MUM-2024-02697,Dharavi,Lohar Chawl,06-08-2024 12:44,12,Afternoon,Burglary,Household electronics stolen after burglars broke into a home on Lohar Chawl street.,FALSE,Medium
MUM-2024-14644,Cuffe Parade,Badhwar Park,10-01-2024 23:21,23,Night,Burglary,Household electronics stolen after burglars broke into a home on Badhwar Park street.,FALSE,High
MUM-2023-01849,Colaba,Leopold Cafe Area,23-07-2023 15:15,15,Afternoon,Drug Offense,Police detained individuals with small quantities of drugs near Leopold Cafe Area during a afternoon check.,FALSE,Medium
MUM-2024-04513,Chembur,Tilak Nagar,30-09-2024 11:26,11,Morning,Theft,Shopkeeper noticed items missing from a stall at Tilak Nagar during the morning rush.,FALSE,Low
MUM-2022-17282,Cuffe Parade,Badhwar Park,12-06-2022 01:17,1,Night,Assault,"An altercation turned physical outside a popular eatery in Badhwar Park, leaving the victim with minor injuries.",FALSE,High
MUM-2023-14004,Dharavi,Lohar Chawl,27-06-2023 02:29,2,Night,Public Disturbance,"Loud rowdy crowd reported outside a bar at Lohar Chawl, police were called for crowd control.",FALSE,High
MUM-2024-10624,Juhu,JVPD Scheme,12-10-2024 14:51,14,Afternoon,Sexual Harassment,A complaint filed about harassment at JVPD Scheme after an incident on public transport.,FALSE,High
MUM-2023-16085,Andheri West,Versova Market,23-03-2023 09:32,9,Morning,Vandalism,"Graffiti and broken windows found at a shopfront in Versova Market, incident likely occurred morning.",FALSE,Low
MUM-2023-12853,Thane,Vartak Nagar,11-02-2023 17:30,17,Evening,Drug Offense,Reports of drug peddling around a market area at Vartak Nagar prompted a follow-up investigation.,FALSE,Medium
MUM-2022-06623,Ghatkopar,R City Area,05-01-2022 03:30,3,Night,Public Disturbance,"Loud rowdy crowd reported outside a bar at R City Area, police were called for crowd control.",FALSE,High
MUM-2023-03436,Dharavi,Lohar Chawl,20-06-2023 19:22,19,Evening,Assault,"A passerby was pushed during a scuffle at Lohar Chawl, witnesses report a group confrontation.",FALSE,High
MUM-2023-18237,Thane,Majiwada,08-10-2023 09:17,9,Morning,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Majiwada.,FALSE,Low
MUM-2024-15540,Dharavi,Koliwada,25-08-2024 15:38,15,Afternoon,Public Disturbance,Neighbors complained of a public brawl and property damage in the Koliwada area during afternoon.,FALSE,Low
MUM-2023-13513,Juhu,JVPD Scheme,13-10-2023 21:34,21,Night,Vandalism,"Graffiti and broken windows found at a shopfront in JVPD Scheme, incident likely occurred night.",FALSE,High
MUM-2024-00143,Ghatkopar,Station Road,21-05-2024 18:43,18,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Station Road area during evening.,FALSE,Medium
MUM-2023-06772,Andheri West,Veera Desai Road,19-03-2023 02:37,2,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Veera Desai Road.,FALSE,High
MUM-2023-17429,Juhu,JVPD Scheme,27-07-2023 09:40,9,Morning,Arson,"Tires and debris set alight on a quiet lane in JVPD Scheme, investigators treating as deliberate.",FALSE,High
MUM-2023-11176,Thane,Majiwada,24-02-2023 12:04,12,Afternoon,Public Disturbance,"Loud rowdy crowd reported outside a bar at Majiwada, police were called for crowd control.",FALSE,Low
MUM-2024-06993,Cuffe Parade,Cuffe Parade Market,25-02-2024 20:25,20,Evening,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Cuffe Parade Market.,FALSE,Medium
MUM-2022-16089,Juhu,JVPD Scheme,10-11-2022 17:04,17,Evening,Burglary,Residential unit in JVPD Scheme reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2023-01648,Dharavi,Lohar Chawl,29-03-2023 07:42,7,Morning,Fraud,Fake rental listing led to advance payment loss for an apartment in Dharavi.,TRUE,High
MUM-2024-18178,Chembur,Deonar,22-03-2024 18:06,18,Evening,Assault,"An altercation turned physical outside a popular eatery in Deonar, leaving the victim with minor injuries.",FALSE,High
MUM-2024-14942,Colaba,Colaba Causeway,14-04-2024 13:25,13,Afternoon,Theft,A commuter reported a laptop bag snatched from their bag on a crowded vehicle near Colaba Causeway.,FALSE,Low
MUM-2022-14293,Chembur,Deonar,09-05-2022 18:31,18,Evening,Theft,Shopkeeper noticed items missing from a stall at Deonar during the evening rush.,FALSE,Medium
MUM-2024-13483,Marine Drive,Girgaum Chowpatty,19-03-2024 08:07,8,Morning,Burglary,Household electronics stolen after burglars broke into a home on Girgaum Chowpatty street.,FALSE,Medium
MUM-2023-16170,Bandra,Pali Hill,18-04-2023 20:32,20,Evening,Burglary,Household electronics stolen after burglars broke into a home on Pali Hill street.,FALSE,Medium
MUM-2022-11602,Andheri West,SV Road,04-08-2022 11:17,11,Morning,Fraud,Fake rental listing led to advance payment loss for an apartment in Andheri West.,FALSE,Medium
MUM-2022-01118,Ghatkopar,Station Road,17-03-2022 03:29,3,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Station Road.,FALSE,High
MUM-2023-14574,Powai,Saki Vihar Road,23-05-2023 21:13,21,Night,Drug Offense,Reports of drug peddling around a market area at Saki Vihar Road prompted a follow-up investigation.,FALSE,High
MUM-2023-01757,Bandra,Bandra Station,23-04-2023 05:48,5,Night,Armed Robbery,Two masked suspects threatened a store employee with a knife and fled with cash from Bandra Station.,FALSE,High
MUM-2022-00498,Marine Drive,Wankhede Vicinity,06-09-2022 09:36,9,Morning,Theft,Shopkeeper noticed items missing from a stall at Wankhede Vicinity during the morning rush.,FALSE,Low
MUM-2024-06752,Bandra,Carter Road,19-12-2024 18:45,18,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Carter Road.,FALSE,Medium
MUM-2023-12301,Juhu,Santacruz Link Rd,02-02-2023 13:36,13,Afternoon,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Santacruz Link Rd in the afternoon.,TRUE,High
MUM-2023-00871,Ghatkopar,Kailash Nagar,16-10-2023 19:05,19,Evening,Assault,"A passerby was pushed during a scuffle at Kailash Nagar, witnesses report a group confrontation.",FALSE,High
MUM-2022-03358,Marine Drive,Wankhede Vicinity,11-04-2022 10:34,10,Morning,Assault,"A passerby was pushed during a scuffle at Wankhede Vicinity, witnesses report a group confrontation.",FALSE,High
MUM-2022-09105,Thane,Vartak Nagar,21-01-2022 17:21,17,Evening,Theft,Shopkeeper noticed items missing from a stall at Vartak Nagar during the evening rush.,FALSE,Medium
MUM-2022-07679,Marine Drive,Girgaum Chowpatty,20-01-2022 13:41,13,Afternoon,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Girgaum Chowpatty.,FALSE,Low
MUM-2023-00722,Andheri West,Lokhandwala Complex,30-10-2023 07:17,7,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Lokhandwala Complex while owner shopped nearby.,FALSE,Low
MUM-2023-10998,Chembur,Deonar,08-12-2023 18:09,18,Evening,Burglary,Residential unit in Deonar reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2024-11266,Juhu,Juhu Beachfront,24-10-2024 22:52,22,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Juhu Beachfront.,FALSE,High
MUM-2023-00887,Marine Drive,Netaji Subhash Marg,15-06-2023 01:08,1,Night,Burglary,Household electronics stolen after burglars broke into a home on Netaji Subhash Marg street.,FALSE,High
MUM-2023-19616,Ghatkopar,R City Area,15-05-2023 17:34,17,Evening,Theft,Shopkeeper noticed items missing from a stall at R City Area during the evening rush.,TRUE,Medium
MUM-2022-17879,Andheri West,Lokhandwala Complex,11-04-2022 20:19,20,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Lokhandwala Complex, police were called for crowd control.",FALSE,Medium
MUM-2023-18625,Juhu,Juhu Beachfront,12-01-2023 15:09,15,Afternoon,Armed Robbery,A motorbike-borne duo stopped a pedestrian at Juhu Beachfront and forcibly stole belongings during late afternoon.,FALSE,High
MUM-2024-08348,Dharavi,Koliwada,04-11-2024 00:17,0,Night,Theft,Personal belongings taken from a parked two-wheeler outside Koliwada while owner shopped nearby.,FALSE,High
MUM-2024-09713,Colaba,Colaba Causeway,04-05-2024 17:50,17,Evening,Theft,Shopkeeper noticed items missing from a stall at Colaba Causeway during the evening rush.,TRUE,Medium
MUM-2023-15589,Juhu,Juhu Beachfront,07-06-2023 19:29,19,Evening,Theft,Shopkeeper noticed items missing from a stall at Juhu Beachfront during the evening rush.,FALSE,Medium
MUM-2023-08103,Powai,Hiranandani Gardens,06-03-2023 18:11,18,Evening,Assault,Two individuals fought near Hiranandani Gardens after a verbal dispute escalated late evening.,FALSE,High
MUM-2023-04877,Marine Drive,Wankhede Vicinity,13-03-2023 01:25,1,Night,Burglary,Unauthorized entry into a second-floor flat at Wankhede Vicinity while occupants were away.,FALSE,High
MUM-2023-10939,Andheri West,Veera Desai Road,23-02-2023 08:17,8,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Veera Desai Road.,FALSE,Low
MUM-2023-16584,Thane,Kopri,09-05-2023 15:20,15,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Thane.",FALSE,Medium
MUM-2022-16651,Thane,Ghodbunder Road,18-11-2022 12:41,12,Afternoon,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Ghodbunder Road.,FALSE,Low
MUM-2023-00315,Colaba,Gateway Circle,05-07-2023 16:30,16,Afternoon,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during afternoon.,TRUE,High
MUM-2023-18330,Dharavi,Lohar Chawl,27-05-2023 21:31,21,Night,Burglary,Household electronics stolen after burglars broke into a home on Lohar Chawl street.,FALSE,High
MUM-2023-18955,Worli,Worli Sea Face,26-01-2023 19:49,19,Evening,Theft,Shopkeeper noticed items missing from a stall at Worli Sea Face during the evening rush.,FALSE,Medium
MUM-2024-16566,Bandra,Carter Road,12-10-2024 20:41,20,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Carter Road in the evening.,TRUE,High
MUM-2022-17539,Andheri West,Lokhandwala Complex,01-12-2022 16:43,16,Afternoon,Sexual Harassment,An individual shouted sexual comments at a person walking alone near Lokhandwala Complex.,FALSE,High
MUM-2024-04205,Marine Drive,Wankhede Vicinity,30-01-2024 12:29,12,Afternoon,Theft,A commuter reported a backpack snatched from their bag on a crowded vehicle near Wankhede Vicinity.,FALSE,Low
MUM-2022-05851,Chembur,Tilak Nagar,17-09-2022 10:14,10,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Tilak Nagar while owner shopped nearby.,FALSE,Low
MUM-2023-06130,Andheri West,Veera Desai Road,25-12-2023 20:29,20,Evening,Theft,A commuter reported a laptop bag snatched from their bag on a crowded vehicle near Veera Desai Road.,TRUE,Medium
MUM-2023-05448,Powai,Hiranandani Gardens,15-12-2023 01:00,1,Night,Burglary,Residential unit in Hiranandani Gardens reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2024-03130,Thane,Kopri,11-12-2024 20:49,20,Evening,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during evening.,FALSE,Medium
MUM-2022-15633,Juhu,JVPD Scheme,11-04-2022 14:22,14,Afternoon,Cybercrime,Business email compromise attempted for a firm located in the commercial area around Juhu.,FALSE,Medium
MUM-2024-01997,Worli,Lower Parel Border,13-04-2024 22:06,22,Night,Armed Robbery,Two masked suspects threatened a store employee with a knife and fled with cash from Lower Parel Border.,FALSE,High
MUM-2024-00911,Chembur,Chembur Causeway,20-04-2024 20:58,20,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Chembur Causeway.,FALSE,Medium
MUM-2023-03969,Juhu,JVPD Scheme,23-03-2023 17:55,17,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the JVPD Scheme area during evening.,FALSE,Medium
MUM-2022-16629,Ghatkopar,R City Area,16-07-2022 01:12,1,Night,Public Disturbance,"Loud rowdy crowd reported outside a bar at R City Area, police were called for crowd control.",FALSE,High
MUM-2024-02980,Thane,Majiwada,22-12-2024 19:49,19,Evening,Cybercrime,Card-not-present fraud reported following online purchases traced to a merchant near Thane.,FALSE,Medium
MUM-2024-10166,Colaba,Colaba Causeway,15-09-2024 05:04,5,Night,Theft,Shopkeeper noticed items missing from a stall at Colaba Causeway during the night rush.,FALSE,High
MUM-2022-00337,Bandra,Carter Road,01-05-2022 23:05,23,Night,Drug Offense,Reports of drug peddling around a market area at Carter Road prompted a follow-up investigation.,FALSE,High
MUM-2022-10957,Andheri West,Lokhandwala Complex,30-06-2022 16:15,16,Afternoon,Assault,Two individuals fought near Lokhandwala Complex after a verbal dispute escalated late afternoon.,FALSE,High
MUM-2023-02548,Andheri West,SV Road,23-04-2023 20:59,20,Evening,Assault,"An altercation turned physical outside a popular eatery in SV Road, leaving the victim with minor injuries.",FALSE,High
MUM-2023-18355,Cuffe Parade,Badhwar Park,01-04-2023 12:51,12,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Badhwar Park during the afternoon rush.,FALSE,Low
MUM-2022-16707,Ghatkopar,R City Area,03-09-2022 19:49,19,Evening,Sexual Harassment,A complaint filed about harassment at R City Area after an incident on public transport.,TRUE,High
MUM-2022-02986,Juhu,JVPD Scheme,19-11-2022 05:15,5,Night,Armed Robbery,A motorbike-borne duo stopped a pedestrian at JVPD Scheme and forcibly stole belongings during late night.,FALSE,High
MUM-2024-10879,Marine Drive,Girgaum Chowpatty,20-09-2024 02:12,2,Night,Theft,Personal belongings taken from a parked two-wheeler outside Girgaum Chowpatty while owner shopped nearby.,FALSE,High
MUM-2024-04621,Powai,Saki Vihar Road,29-02-2024 16:53,16,Afternoon,Drug Offense,Suspected narcotics recovered during a raid in a lane off Saki Vihar Road.,FALSE,Medium
MUM-2024-06532,Ghatkopar,Station Road,23-01-2024 18:41,18,Evening,Sexual Harassment,An individual shouted sexual comments at a person walking alone near Station Road.,FALSE,High
MUM-2022-11670,Marine Drive,Netaji Subhash Marg,11-10-2022 05:30,5,Night,Theft,Personal belongings taken from a parked two-wheeler outside Netaji Subhash Marg while owner shopped nearby.,FALSE,High
MUM-2022-16129,Worli,Lower Parel Border,21-03-2022 22:17,22,Night,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Lower Parel Border in the night.,FALSE,High
MUM-2023-03559,Colaba,Gateway Circle,25-12-2023 16:56,16,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Gateway Circle during the afternoon rush.,FALSE,Low
MUM-2022-13908,Chembur,Deonar,28-01-2022 13:51,13,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Deonar while owner shopped nearby.,FALSE,Low
MUM-2024-11002,Chembur,Chembur Causeway,17-06-2024 11:48,11,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Chembur Causeway.,FALSE,Low
MUM-2022-04821,Dharavi,Koliwada,20-05-2022 14:47,14,Afternoon,Theft,A commuter reported a backpack snatched from their bag on a crowded vehicle near Koliwada.,FALSE,Low
MUM-2023-13054,Bandra,Bandra Station,07-01-2023 20:04,20,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Bandra Station, police were called for crowd control.",FALSE,Medium
MUM-2024-18122,Juhu,Santacruz Link Rd,03-09-2024 11:40,11,Morning,Cybercrime,Business email compromise attempted for a firm located in the commercial area around Juhu.,FALSE,Medium
MUM-2024-14249,Thane,Vartak Nagar,21-04-2024 00:41,0,Night,Assault,"An altercation turned physical outside a popular eatery in Vartak Nagar, leaving the victim with minor injuries.",FALSE,High
MUM-2022-13439,Andheri West,Versova Market,23-05-2022 21:45,21,Night,Drug Offense,Police detained individuals with small quantities of drugs near Versova Market during a night check.,FALSE,High
MUM-2022-03417,Marine Drive,Netaji Subhash Marg,18-03-2022 04:19,4,Night,Assault,Two individuals fought near Netaji Subhash Marg after a verbal dispute escalated late night.,FALSE,High
MUM-2022-00308,Juhu,Santacruz Link Rd,11-10-2022 13:20,13,Afternoon,Assault,Two individuals fought near Santacruz Link Rd after a verbal dispute escalated late afternoon.,FALSE,High
MUM-2024-07870,Thane,Ghodbunder Road,18-10-2024 21:43,21,Night,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Ghodbunder Road.,FALSE,High
MUM-2024-12101,Cuffe Parade,Cuffe Parade Promenade,25-01-2024 20:59,20,Evening,Assault,"A passerby was pushed during a scuffle at Cuffe Parade Promenade, witnesses report a group confrontation.",FALSE,High
MUM-2023-17479,Bandra,Bandra Station,20-08-2023 20:58,20,Evening,Burglary,Household electronics stolen after burglars broke into a home on Bandra Station street.,FALSE,Medium
MUM-2024-00349,Bandra,Hill Road,11-05-2024 01:02,1,Night,Assault,Two individuals fought near Hill Road after a verbal dispute escalated late night.,FALSE,High
MUM-2022-05919,Bandra,Bandra Station,10-02-2022 01:32,1,Night,Theft,Shopkeeper noticed items missing from a stall at Bandra Station during the night rush.,FALSE,High
MUM-2022-18806,Andheri West,Veera Desai Road,18-03-2022 15:02,15,Afternoon,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during afternoon.,FALSE,Medium
MUM-2024-13489,Marine Drive,Netaji Subhash Marg,26-06-2024 15:41,15,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Netaji Subhash Marg during the afternoon rush.,FALSE,Low
MUM-2024-07244,Marine Drive,Girgaum Chowpatty,12-01-2024 21:54,21,Night,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Girgaum Chowpatty.,FALSE,High
MUM-2022-19522,Powai,Saki Vihar Road,17-10-2022 01:03,1,Night,Burglary,Residential unit in Saki Vihar Road reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2024-14080,Chembur,Tilak Nagar,25-05-2024 17:55,17,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Tilak Nagar, police were called for crowd control.",FALSE,Medium
MUM-2024-04483,Andheri West,Versova Market,20-06-2024 12:43,12,Afternoon,Public Disturbance,"Loud rowdy crowd reported outside a bar at Versova Market, police were called for crowd control.",FALSE,Low
MUM-2024-11146,Chembur,Deonar,08-07-2024 09:13,9,Morning,Burglary,Unauthorized entry into a second-floor flat at Deonar while occupants were away.,FALSE,Medium
MUM-2023-11875,Bandra,Bandra Station,24-11-2023 09:46,9,Morning,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during morning.,FALSE,Medium
MUM-2024-09760,Colaba,Gateway Circle,05-12-2024 12:54,12,Afternoon,Public Disturbance,Neighbors complained of a public brawl and property damage in the Gateway Circle area during afternoon.,FALSE,Low
MUM-2023-09422,Ghatkopar,R City Area,19-02-2023 02:33,2,Night,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near R City Area.,FALSE,High
MUM-2023-10246,Dharavi,Koliwada,09-06-2023 21:20,21,Night,Armed Robbery,A motorbike-borne duo stopped a pedestrian at Koliwada and forcibly stole belongings during late night.,FALSE,High
MUM-2024-14521,Bandra,Hill Road,28-03-2024 09:51,9,Morning,Fraud,Fake rental listing led to advance payment loss for an apartment in Bandra.,FALSE,Medium
MUM-2022-14142,Thane,Vartak Nagar,29-12-2022 17:24,17,Evening,Vandalism,"Public property damaged at Vartak Nagar, including benches and signage.",FALSE,Medium
MUM-2022-08264,Powai,Powai Lake,15-02-2022 10:47,10,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Powai Lake while owner shopped nearby.,FALSE,Low
MUM-2024-16468,Marine Drive,Wankhede Vicinity,03-01-2024 06:13,6,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Wankhede Vicinity.,FALSE,Low
MUM-2022-06856,Juhu,JVPD Scheme,16-03-2022 18:08,18,Evening,Assault,"A passerby was pushed during a scuffle at JVPD Scheme, witnesses report a group confrontation.",FALSE,High
MUM-2023-14758,Colaba,Leopold Cafe Area,13-12-2023 00:33,0,Night,Burglary,Residential unit in Leopold Cafe Area reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2023-15357,Juhu,Santacruz Link Rd,14-03-2023 17:33,17,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Santacruz Link Rd area during evening.,FALSE,Medium
MUM-2024-14944,Dharavi,Central Dharavi,14-09-2024 19:26,19,Evening,Assault,"A passerby was pushed during a scuffle at Central Dharavi, witnesses report a group confrontation.",FALSE,High
MUM-2024-08598,Andheri West,Versova Market,03-08-2024 20:17,20,Evening,Assault,Two individuals fought near Versova Market after a verbal dispute escalated late evening.,FALSE,High
MUM-2023-16974,Andheri West,Veera Desai Road,19-02-2023 19:21,19,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Veera Desai Road in the evening.,FALSE,High
MUM-2024-02786,Cuffe Parade,Badhwar Park,02-10-2024 10:13,10,Morning,Theft,Shopkeeper noticed items missing from a stall at Badhwar Park during the morning rush.,TRUE,Low
MUM-2022-06902,Bandra,Carter Road,11-06-2022 08:25,8,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Carter Road while owner shopped nearby.,FALSE,Low
MUM-2024-13549,Cuffe Parade,Badhwar Park,19-12-2024 19:52,19,Evening,Drug Offense,Police detained individuals with small quantities of drugs near Badhwar Park during a evening check.,FALSE,Medium
MUM-2024-01667,Marine Drive,Wankhede Vicinity,20-04-2024 02:27,2,Night,Theft,Shopkeeper noticed items missing from a stall at Wankhede Vicinity during the night rush.,FALSE,High
MUM-2023-07580,Cuffe Parade,Cuffe Parade Promenade,12-02-2023 06:34,6,Morning,Vandalism,"Public property damaged at Cuffe Parade Promenade, including benches and signage.",FALSE,Low
MUM-2023-05571,Juhu,Juhu Beachfront,01-08-2023 16:16,16,Afternoon,Cybercrime,Victim reported unauthorized access to an online account after clicking a suspicious link during afternoon.,TRUE,High
MUM-2023-09950,Ghatkopar,R City Area,22-04-2023 19:23,19,Evening,Assault,"A passerby was pushed during a scuffle at R City Area, witnesses report a group confrontation.",TRUE,High
MUM-2022-00053,Chembur,Deonar,12-09-2022 17:06,17,Evening,Sexual Harassment,An individual shouted sexual comments at a person walking alone near Deonar.,FALSE,High
MUM-2022-16321,Cuffe Parade,Badhwar Park,12-09-2022 21:54,21,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Badhwar Park.,FALSE,High
